,dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value,storedBy,created,lastUpdated,followup
12337,108-CI04. Patient days,202101,Akokoro HC III,MaleMedical,Lf2Axb9E6B4,166,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12338,108-CI04. Patient days,202101,Alenga HC III,Maternity_Obstetric,Lf2Axb9E6B4,115,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12339,108-CI04. Patient days,202101,Alenga HC III,Paediatrics,Lf2Axb9E6B4,4,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12340,108-CI04. Patient days,202101,Alenga HC III,FemaleMedical,Lf2Axb9E6B4,4,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12341,108-CI04. Patient days,202101,Akworo HC III,Maternity_Obstetric,Lf2Axb9E6B4,23,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12342,108-CI04. Patient days,202101,Akworo HC III,Other wards,Lf2Axb9E6B4,23,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12343,108-CI04. Patient days,202101,Alangi HC III,Maternity_Obstetric,Lf2Axb9E6B4,52,carapai,2021-11-24T17:59:14.000+0000,2021-11-24T17:59:14.000+0000,False
12344,108-OT04. Others,202101,Alebtong HC IV,default,Lf2Axb9E6B4,4,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12345,108-MC03a. Malaria in pregnancy (Cases),202101,Akuna Laber HC III,15-19Yrs,Lf2Axb9E6B4,3,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12346,108-MC03a. Malaria in pregnancy (Cases),202101,Akuna Laber HC III,20-24Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12347,108-MC03a. Malaria in pregnancy (Cases),202101,Alero HC III,15-19Yrs,Lf2Axb9E6B4,3,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12348,108-MC03a. Malaria in pregnancy (Cases),202101,Alero HC III,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12349,108-MC03a. Malaria in pregnancy (Cases),202101,Alero HC III,20-24Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12350,108-MC03a. Malaria in pregnancy (Cases),202101,Alanyi HC III,25-49Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12351,108-MC03a. Malaria in pregnancy (Cases),202101,Alanyi HC III,20-24Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12352,108-MC03a. Malaria in pregnancy (Cases),202101,Akura HC II,15-19Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12353,108-MC03a. Malaria in pregnancy (Cases),202101,Alebtong HC IV,15-19Yrs,Lf2Axb9E6B4,6,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12354,108-MC03a. Malaria in pregnancy (Cases),202101,Alebtong HC IV,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12355,108-MC03a. Malaria in pregnancy (Cases),202101,Alebtong HC IV,20-24Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12356,108-MC03a. Malaria in pregnancy (Cases),202101,Akokoro HC III,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12357,108-MC03a. Malaria in pregnancy (Cases),202101,Akokoro HC III,20-24Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12358,108-MC03a. Malaria in pregnancy (Cases),202101,Alenga HC III,15-19Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12359,108-MC03a. Malaria in pregnancy (Cases),202101,Akworo HC III,10-14Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12360,108-MC03a. Malaria in pregnancy (Cases),202101,Akworo HC III,15-19Yrs,Lf2Axb9E6B4,3,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12361,108-MC03a. Malaria in pregnancy (Cases),202101,Akworo HC III,25-49Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12362,108-MC03a. Malaria in pregnancy (Cases),202101,Akworo HC III,20-24Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12363,108-MC03a. Malaria in pregnancy (Cases),202101,Alangi HC III,15-19Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T17:59:14.000+0000,2021-11-24T17:59:14.000+0000,False
12364,108-CD06b. Pneumonia (Deaths),202101,Alebtong HC IV,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12365,108-CV01a. Hypertension (newly diagnosed cases) (Cases),202101,Alanyi HC III,"5+Yrs, Female",Lf2Axb9E6B4,4,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12366,108-CV01a. Hypertension (newly diagnosed cases) (Cases),202101,Alanyi HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12367,108-IN04c.1. Animal bites - Insects (Cases),202101,Akokoro HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12368,108-MC12a. Other Complications of pregnancy (Cases),202101,Alero HC III,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12369,108-MC12a. Other Complications of pregnancy (Cases),202101,Alero HC III,20-24Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12370,108-MC12a. Other Complications of pregnancy (Cases),202101,Alanyi HC III,25-49Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12371,108-MC12a. Other Complications of pregnancy (Cases),202101,Alebtong HC IV,15-19Yrs,Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12372,108-MC12a. Other Complications of pregnancy (Cases),202101,Alebtong HC IV,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12373,108-MC12a. Other Complications of pregnancy (Cases),202101,Alebtong HC IV,20-24Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12374,108-MC12a. Other Complications of pregnancy (Cases),202101,Akokoro HC III,15-19Yrs,Lf2Axb9E6B4,3,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12375,108-MC12a. Other Complications of pregnancy (Cases),202101,Akokoro HC III,25-49Yrs,Lf2Axb9E6B4,2,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12376,108-MC12a. Other Complications of pregnancy (Cases),202101,Akokoro HC III,20-24Yrs,Lf2Axb9E6B4,5,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12377,108-MC06a. Haemorrhage related to pregnancy (APH or PPH) (Cases),202101,Alebtong HC IV,20-24Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12378,108-MC06a. Haemorrhage related to pregnancy (APH or PPH) (Cases),202101,Akokoro HC III,25-49Yrs,Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12379,108-RF01. No. of Inpatients referred from this health unit,202101,Akuna Laber HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12380,108-RF01. No. of Inpatients referred from this health unit,202101,Alerek HC III,default,Lf2Axb9E6B4,6,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12381,108-RF01. No. of Inpatients referred from this health unit,202101,Alebtong HC IV,default,Lf2Axb9E6B4,21,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12382,108-RF01. No. of Inpatients referred from this health unit,202101,Akokoro HC III,default,Lf2Axb9E6B4,11,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12383,108-RF01. No. of Inpatients referred from this health unit,202101,Alenga HC III,default,Lf2Axb9E6B4,2,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12384,108-RF01. No. of Inpatients referred from this health unit,202101,Akworo HC III,default,Lf2Axb9E6B4,26,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12385,108-RF01. No. of Inpatients referred from this health unit,202101,Alangi HC III,default,Lf2Axb9E6B4,3,carapai,2021-11-24T17:59:14.000+0000,2021-11-24T17:59:14.000+0000,False
12386,108-NC02a. Anaemia (Cases),202101,Akuna Laber HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12387,108-NC02a. Anaemia (Cases),202101,Akuna Laber HC III,"0-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12388,108-NC02a. Anaemia (Cases),202101,Alanyi HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12389,108-NC02a. Anaemia (Cases),202101,Alanyi HC III,"0-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12390,108-NC02a. Anaemia (Cases),202101,Alebtong HC IV,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12391,108-NC02a. Anaemia (Cases),202101,Alebtong HC IV,"5+Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12392,108-NC02a. Anaemia (Cases),202101,Alebtong HC IV,"0-4Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12393,108-NC02a. Anaemia (Cases),202101,Akworo HC III,"0-4Yrs, Female",Lf2Axb9E6B4,8,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12394,108-NC02a. Anaemia (Cases),202101,Akworo HC III,"0-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12395,108-CD12a. Urinary Tract Infections (UTI) (Cases),202101,Akuna Laber HC III,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12396,108-CD12a. Urinary Tract Infections (UTI) (Cases),202101,Alanyi HC III,"5+Yrs, Female",Lf2Axb9E6B4,7,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12397,108-CD12a. Urinary Tract Infections (UTI) (Cases),202101,Alebtong HC IV,"5+Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12398,108-CD12a. Urinary Tract Infections (UTI) (Cases),202101,Alebtong HC IV,"5+Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12399,108-ME07a. All others (Cases),202101,Akuna Laber HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12400,108-ME07a. All others (Cases),202101,Akuna Laber HC III,"0-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12401,108-ME07a. All others (Cases),202101,Alanyi HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12402,108-ME07a. All others (Cases),202101,Alebtong HC IV,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12403,108-ME07a. All others (Cases),202101,Alebtong HC IV,"5+Yrs, Female",Lf2Axb9E6B4,11,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12404,108-ME07a. All others (Cases),202101,Alebtong HC IV,"5+Yrs, Male",Lf2Axb9E6B4,19,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12405,108-ME07a. All others (Cases),202101,Alebtong HC IV,"0-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12406,108-ME07a. All others (Cases),202101,Akokoro HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12407,108-ME07a. All others (Cases),202101,Akokoro HC III,"5+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12408,108-ME07a. All others (Cases),202101,Akokoro HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12409,108-ME07a. All others (Cases),202101,Akokoro HC III,"0-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12410,108-ME07a. All others (Cases),202101,Alenga HC III,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12411,108-NR01a. Headache (Cases),202101,Alanyi HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12412,108-CD04a. Septicemia (Cases),202101,Akuna Laber HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12413,108-CD04a. Septicemia (Cases),202101,Akuna Laber HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12414,108-CD04a. Septicemia (Cases),202101,Akuna Laber HC III,"0-4Yrs, Male",Lf2Axb9E6B4,2,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12415,108-CD04a. Septicemia (Cases),202101,Alanyi HC III,"0-4Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12416,108-CD04a. Septicemia (Cases),202101,Alanyi HC III,"5+Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12417,108-CD04a. Septicemia (Cases),202101,Alanyi HC III,"5+Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12418,108-CD04a. Septicemia (Cases),202101,Alanyi HC III,"0-4Yrs, Male",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12419,108-CD04a. Septicemia (Cases),202101,Alebtong HC IV,"0-4Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12420,108-CD04a. Septicemia (Cases),202101,Alebtong HC IV,"5+Yrs, Female",Lf2Axb9E6B4,9,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12421,108-CD04a. Septicemia (Cases),202101,Alebtong HC IV,"5+Yrs, Male",Lf2Axb9E6B4,6,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12422,108-CD04a. Septicemia (Cases),202101,Alebtong HC IV,"0-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12423,108-CD04a. Septicemia (Cases),202101,Akworo HC III,"0-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12424,108-SP05. Hysterectomy,202101,Alebtong HC IV,Total,Lf2Axb9E6B4,2,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12425,108-CD06a. Pneumonia (Cases),202101,Akuna Laber HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12426,108-CD06a. Pneumonia (Cases),202101,Akuna Laber HC III,"0-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12427,108-CD06a. Pneumonia (Cases),202101,Alerek HC III,"0-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12428,108-CD06a. Pneumonia (Cases),202101,Alerek HC III,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12429,108-CD06a. Pneumonia (Cases),202101,Alerek HC III,"5+Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12430,108-CD06a. Pneumonia (Cases),202101,Alerek HC III,"0-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12431,108-CD06a. Pneumonia (Cases),202101,Alebtong HC IV,"0-4Yrs, Female",Lf2Axb9E6B4,5,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12432,108-CD06a. Pneumonia (Cases),202101,Alebtong HC IV,"0-4Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12433,108-CD06a. Pneumonia (Cases),202101,Akokoro HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12434,108-CD06a. Pneumonia (Cases),202101,Akokoro HC III,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12435,108-CD06a. Pneumonia (Cases),202101,Akokoro HC III,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12436,108-CD06a. Pneumonia (Cases),202101,Akokoro HC III,"0-4Yrs, Male",Lf2Axb9E6B4,5,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12437,108-CD06a. Pneumonia (Cases),202101,Akworo HC III,"0-4Yrs, Female",Lf2Axb9E6B4,2,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12438,108-CD06a. Pneumonia (Cases),202101,Akworo HC III,"5+Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12439,108-RB01. Alcohol use,202101,Alanyi HC III,"25+Yrs, Male",Lf2Axb9E6B4,8,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12440,108-RB01. Alcohol use,202101,Alanyi HC III,"25+Yrs, Female",Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12441,108-RF02. No of Inpatients referred to the health unit,202101,Alerek HC III,default,Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12442,108-RF02. No of Inpatients referred to the health unit,202101,Alebtong HC IV,default,Lf2Axb9E6B4,3,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12443,108-RF02. No of Inpatients referred to the health unit,202101,Akworo HC III,default,Lf2Axb9E6B4,0,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12444,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alerek HC III,"0-4Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12445,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alerek HC III,"5+Yrs, Female",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12446,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alerek HC III,"5+Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12447,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alerek HC III,"0-4Yrs, Male",Lf2Axb9E6B4,0,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12448,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alebtong HC IV,"5+Yrs, Male",Lf2Axb9E6B4,1,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12449,108-EP01b.2. Malaria Confirmed (Microscopic &RDT) (Deaths),202101,Alenga HC III,"0-4Yrs, Female",Lf2Axb9E6B4,1,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12450,108-CI01. No. of beds,202101,Akuna Laber HC III,Maternity_Obstetric,Lf2Axb9E6B4,12,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12451,108-CI01. No. of beds,202101,Akuna Laber HC III,Paediatrics,Lf2Axb9E6B4,3,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12452,108-CI01. No. of beds,202101,Akuna Laber HC III,MaleMedical,Lf2Axb9E6B4,2,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12453,108-CI01. No. of beds,202101,Akuna Laber HC III,FemaleMedical,Lf2Axb9E6B4,3,carapai,2021-11-24T17:48:12.000+0000,2021-11-24T17:48:12.000+0000,False
12454,108-CI01. No. of beds,202101,Alero HC III,Maternity_Obstetric,Lf2Axb9E6B4,14,carapai,2021-11-24T17:55:42.000+0000,2021-11-24T17:55:42.000+0000,False
12455,108-CI01. No. of beds,202101,Alerek HC III,Maternity_Obstetric,Lf2Axb9E6B4,20,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12456,108-CI01. No. of beds,202101,Alerek HC III,Other wards,Lf2Axb9E6B4,8,carapai,2021-11-24T13:14:33.000+0000,2021-11-24T13:14:33.000+0000,False
12457,108-CI01. No. of beds,202101,Alanyi HC III,Maternity_Obstetric,Lf2Axb9E6B4,11,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12458,108-CI01. No. of beds,202101,Alanyi HC III,Paediatrics,Lf2Axb9E6B4,15,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12459,108-CI01. No. of beds,202101,Alanyi HC III,MaleMedical,Lf2Axb9E6B4,6,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12460,108-CI01. No. of beds,202101,Alanyi HC III,FemaleMedical,Lf2Axb9E6B4,7,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12461,108-CI01. No. of beds,202101,Akura HC II,Maternity_Obstetric,Lf2Axb9E6B4,15,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12462,108-CI01. No. of beds,202101,Akura HC II,Other wards,Lf2Axb9E6B4,15,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12463,108-CI01. No. of beds,202101,Alebtong HC IV,Maternity_Obstetric,Lf2Axb9E6B4,16,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12464,108-CI01. No. of beds,202101,Alebtong HC IV,Paediatrics,Lf2Axb9E6B4,15,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12465,108-CI01. No. of beds,202101,Alebtong HC IV,MaleMedical,Lf2Axb9E6B4,13,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12466,108-CI01. No. of beds,202101,Alebtong HC IV,FemaleMedical,Lf2Axb9E6B4,15,carapai,2021-11-24T13:41:54.000+0000,2021-11-24T13:41:54.000+0000,False
12467,108-CI01. No. of beds,202101,Akokoro HC III,Maternity_Obstetric,Lf2Axb9E6B4,6,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12468,108-CI01. No. of beds,202101,Akokoro HC III,MaleMedical,Lf2Axb9E6B4,8,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12469,108-CI01. No. of beds,202101,Alenga HC III,Maternity_Obstetric,Lf2Axb9E6B4,19,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12470,108-CI01. No. of beds,202101,Alenga HC III,Paediatrics,Lf2Axb9E6B4,6,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12471,108-CI01. No. of beds,202101,Alenga HC III,MaleMedical,Lf2Axb9E6B4,6,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12472,108-CI01. No. of beds,202101,Alenga HC III,FemaleMedical,Lf2Axb9E6B4,6,carapai,2021-11-24T14:49:27.000+0000,2021-11-24T14:49:27.000+0000,False
12473,108-CI01. No. of beds,202101,Akworo HC III,Maternity_Obstetric,Lf2Axb9E6B4,4,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12474,108-CI01. No. of beds,202101,Akworo HC III,Other wards,Lf2Axb9E6B4,7,carapai,2021-11-24T17:55:10.000+0000,2021-11-24T17:55:10.000+0000,False
12475,108-CI01. No. of beds,202101,Alangi HC III,Maternity_Obstetric,Lf2Axb9E6B4,5,carapai,2021-11-24T17:59:14.000+0000,2021-11-24T17:59:14.000+0000,False
